valid,station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,H,Date,HE,MWh
2020-08-25 00:00:00,BDL,2020-08-25 00:55:00,-72.6825,41.9381,73.9,69.1,84.97,240.0,3.0,0.0,29.91,1012.5,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250055Z AUTO 24002KT 10SM CLR 23/21 A2990 RMK T02300210 MADISHF,M,D,2020-08-25 00:00:00,0,14986.78
2020-08-25 01:00:00,BDL,2020-08-25 01:55:00,-72.6825,41.9381,73.9,70.0,87.63,260.0,4.0,0.0,29.91,1012.1,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250155Z AUTO 21002KT 10SM CLR 23/21 A2988 RMK T02300210 MADISHF,M,D,2020-08-25 01:00:00,1,14433.29
2020-08-25 02:00:00,BDL,2020-08-25 02:55:00,-72.6825,41.9381,72.0,70.0,93.43,230.0,5.0,0.0,29.89,1011.8,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250255Z AUTO 19004KT 10SM CLR 23/21 A2987 RMK T02300210 MADISHF,M,D,2020-08-25 02:00:00,2,14152.24
2020-08-25 03:00:00,BDL,2020-08-25 03:55:00,-72.6825,41.9381,73.0,70.0,90.32,230.0,5.0,0.0,29.88,1011.6,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250355Z AUTO 23002KT 10SM CLR 22/21 A2987 RMK T02200210 MADISHF,M,D,2020-08-25 03:00:00,3,13846.08
2020-08-25 04:00:00,BDL,2020-08-25 04:55:00,-72.6825,41.9381,72.0,70.0,93.43,190.0,5.0,0.0,29.88,1011.3,10.0,,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250455Z AUTO 00000KT 10SM CLR 22/21 A2987 RMK T02200210 MADISHF,M,D,2020-08-25 04:00:00,4,13872.55
2020-08-25 05:00:00,BDL,2020-08-25 05:51:00,-72.6825,41.9381,71.1,69.1,93.4,190.0,4.0,0.0,29.87,1010.8,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250551Z 19004KT 8SM FEW180 22/21 A2985 RMK AO2 SLP108 T02170206 10250 20206 58010,M,D,2020-08-25 05:00:00,5,14420.1
2020-08-25 06:00:00,BDL,2020-08-25 06:51:00,-72.6825,41.9381,71.1,69.1,93.4,200.0,5.0,0.0,29.86,1010.3,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250651Z 00000KT 9SM FEW180 22/21 A2984 RMK AO2 SLP103 T02170206,M,D,2020-08-25 06:00:00,6,15115.68
2020-08-25 07:00:00,BDL,2020-08-25 07:55:00,-72.6825,41.9381,70.0,68.0,93.37,190.0,2.0,0.0,29.84,1009.6,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250755Z AUTO 00000KT 10SM CLR 21/21 A2981 RMK T02100210 MADISHF,M,D,2020-08-25 07:00:00,7,15847.59
2020-08-25 08:00:00,BDL,2020-08-25 08:55:00,-72.6825,41.9381,68.0,66.0,93.32,290.0,4.0,0.0,29.82,1009.5,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250855Z AUTO 00000KT 10SM CLR 20/19 A2980 RMK T02000190 MADISHF,M,D,2020-08-25 08:00:00,8,16618.39
2020-08-25 09:00:00,BDL,2020-08-25 09:55:00,-72.6825,41.9381,69.1,66.0,89.86,290.0,4.0,0.0,29.83,1009.6,10.0,,FEW,SCT,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 250955Z AUTO 00000KT 10SM BKN075 21/19 A2981 RMK T02100190 MADISHF,M,D,2020-08-25 09:00:00,9,17459.65
2020-08-25 10:00:00,BDL,2020-08-25 10:51:00,-72.6825,41.9381,70.0,66.9,89.9,230.0,4.0,0.0,29.82,1009.2,10.0,,SCT,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251051Z 00000KT 10SM FEW075 SCT150 BKN250 21/19 A2981 RMK AO2 SLP092 T02110194,M,D,2020-08-25 10:00:00,10,17972.45
2020-08-25 11:00:00,BDL,2020-08-25 11:51:00,-72.6825,41.9381,72.0,66.9,83.99,220.0,5.0,0.0,29.81,1008.9,10.0,,FEW,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251151Z 19004KT 10SM FEW080 SCT120 BKN250 22/19 A2980 RMK AO2 SLP089 70018 T02220194 10222 20194 58006,M,D,2020-08-25 11:00:00,11,18582.74
2020-08-25 12:00:00,BDL,2020-08-25 12:51:00,-72.6825,41.9381,75.0,68.0,78.86,220.0,5.0,0.0,29.8,1008.5,10.0,,FEW,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251251Z 21005KT 10SM FEW050 SCT120 BKN250 24/20 A2979 RMK AO2 LTG DSNT SW SLP085 T02390200,M,D,2020-08-25 12:00:00,12,19047.27
2020-08-25 13:00:00,BDL,2020-08-25 13:55:00,-72.6825,41.9381,77.0,66.9,71.03,270.0,7.0,0.0001,29.78,1007.0,10.0,,FEW,SCT,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251355Z AUTO 27005KT 10SM CLR 26/20 A2975 RMK T02600200 MADISHF,M,D,2020-08-25 13:00:00,13,19703.17
2020-08-25 14:00:00,BDL,2020-08-25 14:55:00,-72.6825,41.9381,82.9,64.9,54.62,290.0,10.0,0.0,29.76,1007.5,10.0,,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251455Z AUTO 26005KT 10SM CLR 28/19 A2976 RMK T02800190 MADISHF,M,D,2020-08-25 14:00:00,14,20361.14
2020-08-25 15:00:00,BDL,2020-08-25 15:51:00,-72.6825,41.9381,86.0,59.0,40.14,320.0,14.0,0.0,29.76,1007.2,10.0,19.0,FEW,M,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251551Z 31009KT 280V350 10SM FEW045 FEW150 SCT200 BKN250 30/15 A2975 RMK AO2 SLP072 T03000150,M,D,2020-08-25 15:00:00,15,20941.57
2020-08-25 16:00:00,BDL,2020-08-25 16:55:00,-72.6825,41.9381,87.1,60.1,40.31,320.0,16.0,0.0,29.74,1006.7,10.0,21.0,FEW,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251655Z AUTO 31009KT 10SM CLR 31/16 A2972 RMK T03100160 MADISHF,M,D,2020-08-25 16:00:00,16,21359.46
2020-08-25 17:00:00,BDL,2020-08-25 17:55:00,-72.6825,41.9381,89.1,62.1,40.61,310.0,21.0,0.0,29.73,1006.3,10.0,26.0,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251755Z AUTO ///21G26KT 10SM SCT055 31/17 A2971 RMK T03100170 MADISHF,M,D,2020-08-25 17:00:00,17,21248.77
2020-08-25 18:00:00,BDL,2020-08-25 18:55:00,-72.6825,41.9381,90.0,63.0,40.75,300.0,19.0,0.0,29.72,1005.5,10.0,23.0,FEW,SCT,SCT,M,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 251855Z AUTO 27016KT 10SM CLR 32/17 A2970 RMK T03200170 MADISHF,M,D,2020-08-25 18:00:00,18,20582.9
2020-08-25 19:00:00,BDL,2020-08-25 19:55:00,-72.6825,41.9381,89.1,61.0,39.06,280.0,18.0,0.0,29.69,1004.9,10.0,27.0,SCT,M,SCT,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBDL 251955Z AUTO 28013KT 10SM SCT060 32/16 A2968 RMK T03200160 MADISHF,M,D,2020-08-25 19:00:00,19,19662.8
2020-08-25 20:00:00,BDL,2020-08-25 20:55:00,-72.6825,41.9381,86.0,61.0,43.1,300.0,17.0,0.0001,29.69,1004.9,10.0,19.0,SCT,SCT,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KBDL 252055Z AUTO ///13KT 10SM FEW070 30/16 A2968 RMK T03000160 MADISHF,M,D,2020-08-25 20:00:00,20,18848.15
2020-08-25 21:00:00,BDL,2020-08-25 21:55:00,-72.6825,41.9381,81.0,69.1,76.53,330.0,30.0,0.11,29.7,1005.4,10.0,42.0,SCT,SCT,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,M,KBDL 252155Z AUTO 30010KT 10SM SCT095 26/21 A2969 RMK T02600210  LTG DSNT E AND SE! MADISHF,M,D,2020-08-25 21:00:00,21,17434.29
2020-08-25 22:00:00,BDL,2020-08-25 22:55:00,-72.6825,41.9381,78.1,66.0,66.39,300.0,13.0,0.0,29.7,1005.6,10.0,,FEW,M,SCT,SCT,M,M,M,M,M,M,M,M,M,M,M,M,KBDL 252255Z AUTO 29009KT 10SM FEW050 FEW070 25/19 A2970 RMK T02500190 MADISHF,M,D,2020-08-25 22:00:00,22,15777.38
